source_file,annotator,sentence_id,sentence_text,token,start,stop,event_bio,event_bio_2,pmode_bio,pmode_bio_2
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",yang,271,275,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",cokelat,276,283,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",berbulu,284,291,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",dan,292,295,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",berbuku-buku,296,308,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",melengkung,309,319,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",kaku,320,324,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",di,325,327,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",atas,328,332,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",hamparan,333,341,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",seprai,342,348,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",yang,349,353,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",tampak,354,360,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",hendak,361,367,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",melorot,368,375,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",seluruhnya,376,386,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,2,"Ia telentang dengan batok punggungnya yang keras, dan jika sedikit mengangkat kepala, ia bisa melihat perutnya yang cokelat berbulu dan berbuku-buku melengkung kaku di atas hamparan seprai yang tampak hendak melorot seluruhnya.",.,386,387,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",Kakinya,388,395,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",akinya,389,395,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",yang,396,400,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",banyak,401,407,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",",",407,408,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",yang,409,413,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",ang,410,413,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",tampak,414,420,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",kurus,421,426,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",menyedihkan,427,438,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",dibandingkan,439,451,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",dengan,452,458,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",ukuran,459,465,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",tubuhnya,466,474,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",",",474,475,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",bergetar,476,484,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",ergetar,477,484,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",lemah,485,490,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",di,491,493,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",depan,494,499,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",matanya,500,507,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,3,"Kakinya yang banyak, yang tampak kurus menyedihkan dibandingkan dengan ukuran tubuhnya, bergetar lemah di depan matanya.",.,507,508,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,“,511,512,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,Apa,512,515,B-non_event,O,B-Direct thought,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,yang,516,520,I-non_event,O,I-Direct thought,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,terjadi,521,528,I-non_event,O,I-Direct thought,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,denganku,529,537,I-non_event,O,I-Direct thought,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,?,537,538,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,4,“Apa yang terjadi denganku?”,”,538,539,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,5,pikirnya.,pikirnya,540,548,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,5,pikirnya.,ikirnya,541,548,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,5,pikirnya.,.,548,549,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,6,Ini bukan mimpi.,Ini,550,553,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,6,Ini bukan mimpi.,ni,551,553,B-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,6,Ini bukan mimpi.,bukan,554,559,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,6,Ini bukan mimpi.,mimpi,560,565,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,6,Ini bukan mimpi.,.,565,566,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",Kamarnya,567,575,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",",",575,576,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",yang,577,581,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",seperti,582,589,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",kamar,590,595,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",orang,596,601,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",pada,602,606,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",umumnya,607,614,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",walaupun,615,623,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",agak,624,628,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",terlalu,629,636,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",kecil,637,642,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",",",642,643,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",tampak,644,650,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,7,"Kamarnya, yang seperti kamar orang pada umumnya walaupun agak terlalu kecil, tampak tenang dikelilingi empat dinding.",tenang,651,657,I-stative_event,O,O,O
